Date,Open,High,Low,Close,Adj Close,Volume
2022-05-04,89634.601563,89638.203125,88415.703125,89401.398438,89401.398438,0
2022-05-05,89909.398438,89909.398438,86229.296875,86434.101563,86434.101563,0
2022-05-06,86434.101563,87178.796875,85155.500000,86507.203125,86507.203125,0
2022-05-09,86544.796875,86544.796875,82166.898438,82243.601563,82243.601563,0
2022-05-10,82243.601563,83839.203125,81962.796875,83676.796875,83676.796875,0
2022-05-11,83676.796875,85884.398438,83676.796875,85762.796875,85762.796875,0
2022-05-12,85762.796875,86786.703125,84285.601563,85520.796875,85520.796875,0
2022-05-13,85532.796875,88974.500000,85532.796875,88795.796875,88795.796875,0
2022-05-16,88795.796875,90385.898438,88501.000000,89964.796875,89964.796875,0
2022-05-17,89964.796875,91857.000000,89964.796875,90803.398438,90803.398438,0
2022-05-19,90803.398438,90803.398438,88634.296875,88634.296875,88634.296875,0
2022-05-20,88634.296875,89799.898438,87330.898438,88119.000000,88119.000000,0
2022-05-23,88119.000000,90525.398438,87698.101563,90344.101563,90344.101563,0
2022-05-24,90344.101563,91447.898438,89835.703125,91271.703125,91271.703125,0
2022-05-26,91271.703125,93776.500000,91271.703125,93711.000000,93711.000000,0
2022-05-27,93711.000000,94319.101563,93519.000000,93683.296875,93683.296875,0
2022-05-30,93683.296875,94207.296875,93120.296875,93236.203125,93236.203125,0
2022-05-31,93236.203125,93552.101563,91792.296875,92288.000000,92288.000000,0
2022-06-01,92288.000000,92489.398438,90607.703125,91369.601563,91369.601563,0
2022-06-02,91369.601563,92141.296875,90732.203125,91452.000000,91452.000000,0
2022-06-03,91678.601563,92025.601563,91343.500000,91775.203125,91775.203125,0
2022-06-06,91775.203125,92579.500000,90035.296875,90351.703125,90351.703125,0
2022-06-07,90385.796875,91063.796875,90141.500000,90938.101563,90938.101563,0
2022-06-08,90938.101563,91218.796875,89843.601563,89946.898438,89946.898438,0
2022-06-09,89982.296875,89982.296875,88282.203125,88869.796875,88869.796875,0
2022-06-10,88869.796875,89171.703125,87329.898438,89141.398438,89141.398438,0
2022-06-13,89143.000000,89143.000000,86617.296875,87937.898438,87937.898438,0
2022-06-14,87937.898438,88976.398438,86632.601563,87400.000000,87400.000000,0
2022-06-15,87400.000000,88789.101563,87400.000000,88465.601563,88465.601563,0
2022-06-16,88465.601563,88465.601563,86564.601563,87060.898438,87060.898438,0
2022-06-21,87060.898438,87503.898438,86392.296875,86545.898438,86545.898438,0
2022-06-22,86545.898438,86624.796875,85412.000000,85662.500000,85662.500000,0
2022-06-23,85662.500000,85662.500000,81977.500000,83170.101563,83170.101563,0
2022-06-24,83170.101563,84061.296875,82295.500000,82605.601563,82605.601563,0
2022-06-27,82605.601563,85785.101563,82374.296875,85712.296875,85712.296875,0
2022-06-28,85712.296875,88349.601563,85712.296875,88194.703125,88194.703125,0
2022-06-29,88194.703125,88544.203125,86567.398438,88130.796875,88130.796875,0
2022-06-30,88130.796875,89244.601563,85765.296875,88449.898438,88449.898438,0
2022-07-01,88449.898438,90276.500000,87761.000000,90050.796875,90050.796875,0
2022-07-04,90249.101563,90249.101563,87005.601563,89128.796875,89128.796875,0
2022-07-05,89134.500000,92950.398438,89066.296875,92689.500000,92689.500000,0
2022-07-06,92689.500000,95199.703125,90918.500000,95075.898438,95075.898438,0
2022-07-07,95075.898438,102585.796875,95075.898438,102265.398438,102265.398438,0
2022-07-08,102591.500000,106470.000000,101144.000000,105850.000000,105850.000000,0
2022-07-11,105851.703125,105851.703125,101922.000000,104431.898438,104431.898438,0
2022-07-12,104431.898438,104445.398438,101790.601563,103209.796875,103209.796875,0
2022-07-13,103209.796875,103369.500000,101955.203125,102271.000000,102271.000000,0
2022-07-14,22709.599609,22709.599609,269.700012,5184.100098,5184.100098,0
2022-07-15,100518.398438,104351.296875,100430.500000,104222.898438,104222.898438,0
2022-07-18,104222.898438,106523.398438,104222.898438,105441.203125,105441.203125,0
2022-07-19,105441.203125,107547.101563,105441.203125,107185.398438,107185.398438,0
2022-07-20,107185.398438,107648.101563,106016.898438,106949.101563,106949.101563,0
2022-07-21,106949.101563,113408.500000,106334.000000,112017.000000,112017.000000,0
2022-07-22,112017.000000,114070.203125,111070.203125,113851.398438,113851.398438,0
2022-07-25,113851.398438,119805.796875,113851.398438,119508.296875,119508.296875,0
2022-07-26,119508.296875,121436.703125,118521.398438,120038.398438,120038.398438,0
2022-07-27,120038.398438,126670.296875,118813.898438,126362.000000,126362.000000,0
2022-07-28,126362.000000,130650.796875,124416.796875,127400.000000,127400.000000,0
2022-07-29,127592.601563,130078.796875,122223.101563,122528.296875,122528.296875,0
2022-08-01,122551.398438,122870.898438,117255.101563,117586.796875,117586.796875,0
2022-08-02,117592.500000,120092.203125,117144.500000,118691.203125,118691.203125,0
2022-08-03,118691.203125,120658.101563,118114.398438,120389.898438,120389.898438,0
2022-08-04,120389.898438,121699.296875,119097.398438,120437.203125,120437.203125,0
2022-08-05,120437.203125,122564.500000,120437.203125,121003.898438,121003.898438,0
2022-08-08,121003.898438,124194.500000,121003.898438,123953.398438,123953.398438,0
2022-08-09,123953.398438,123953.398438,121707.703125,121920.796875,121920.796875,0
2022-08-10,121920.796875,123108.296875,121243.296875,122129.898438,122129.898438,0
2022-08-11,122129.898438,124617.000000,122129.898438,123333.898438,123333.898438,0
2022-08-12,123333.898438,126263.500000,123333.898438,125979.601563,125979.601563,0
2022-08-16,125979.601563,127589.796875,123681.796875,124787.296875,124787.296875,0
2022-08-17,124787.296875,126151.101563,124106.203125,125962.898438,125962.898438,0
2022-08-18,125962.898438,131584.906250,125962.898438,131490.906250,131490.906250,0
2022-08-19,131490.906250,131490.906250,128619.796875,131009.101563,131009.101563,0
2022-08-22,131009.101563,132419.796875,129648.898438,132252.593750,132252.593750,0
2022-08-23,132252.593750,137322.593750,132252.593750,136997.703125,136997.703125,0
2022-08-24,136997.703125,140800.093750,136291.000000,140246.093750,140246.093750,0
2022-08-25,140246.093750,143037.500000,139342.703125,142777.593750,142777.593750,0
2022-08-26,142777.593750,143246.906250,138832.796875,141460.000000,141460.000000,0
2022-08-29,141460.000000,145859.406250,140996.203125,143805.203125,143805.203125,0
2022-08-30,143805.203125,143805.203125,140446.796875,141133.593750,141133.593750,0
2022-08-31,141133.593750,142206.203125,136050.703125,136241.000000,136241.000000,0
2022-09-01,136241.000000,137706.906250,134329.000000,136302.093750,136302.093750,0
2022-09-05,136369.093750,139989.203125,136369.093750,138268.000000,138268.000000,0
2022-09-06,138268.000000,138701.093750,136595.500000,137309.296875,137309.296875,0
2022-09-07,137309.296875,141870.796875,136326.296875,141001.500000,141001.500000,0
2022-09-08,141189.500000,144110.593750,140530.296875,141509.296875,141509.296875,0
2022-09-09,141509.296875,144848.406250,141509.296875,144642.203125,144642.203125,0
2022-09-12,144642.203125,147135.406250,144269.296875,144714.093750,144714.093750,0
2022-09-13,144714.093750,145873.593750,142768.203125,142941.593750,142941.593750,0
2022-09-14,142941.593750,146990.093750,142941.593750,146750.000000,146750.000000,0
2022-09-15,146750.000000,148452.203125,143894.296875,144765.593750,144765.593750,0
2022-09-16,144765.593750,146790.796875,143423.000000,145741.796875,145741.796875,0
2022-09-19,145741.796875,150971.406250,145296.796875,150262.093750,150262.093750,0
2022-09-20,150262.093750,150953.906250,147227.703125,147929.796875,147929.796875,0
2022-09-21,147929.796875,148433.000000,145631.703125,146980.093750,146980.093750,0
2022-09-22,146980.093750,149766.000000,146578.296875,149480.796875,149480.796875,0
2022-09-23,149480.796875,149480.796875,142610.000000,142931.703125,142931.703125,0
2022-09-26,142931.703125,143803.593750,136991.203125,138148.296875,138148.296875,0
2022-09-27,138148.296875,140167.296875,134814.906250,135472.703125,135472.703125,0
2022-09-28,135472.703125,138402.000000,135472.703125,138023.406250,138023.406250,0
2022-09-29,138023.406250,138628.906250,134864.593750,138004.500000,138004.500000,0
2022-09-30,138042.000000,140154.406250,137832.203125,139115.093750,139115.093750,0
2022-10-03,139137.203125,145271.296875,139137.203125,145063.000000,145063.000000,0
2022-10-04,145068.703125,147619.296875,144399.093750,144926.703125,144926.703125,0
2022-10-05,144926.703125,148056.296875,143550.000000,146722.906250,146722.906250,0
2022-10-06,146722.906250,147256.703125,144518.906250,144645.296875,144645.296875,0
2022-10-11,144645.296875,144645.296875,136712.906250,136982.406250,136982.406250,0
2022-10-12,136982.406250,137331.906250,135657.703125,136396.406250,136396.406250,0
2022-10-13,136396.406250,140970.093750,135791.296875,140763.796875,140763.796875,0
2022-10-14,140763.796875,140763.796875,136909.703125,137290.703125,137290.703125,0
2022-10-17,137290.703125,140431.593750,137290.703125,138953.500000,138953.500000,0
2022-10-18,138953.500000,139750.500000,136685.093750,137542.203125,137542.203125,0
2022-10-19,137542.203125,138156.296875,136156.000000,136484.203125,136484.203125,0
2022-10-20,136484.203125,139712.703125,135631.703125,136138.796875,136138.796875,0
2022-10-21,136138.796875,139219.000000,136138.796875,138944.796875,138944.796875,0
2022-10-24,138944.796875,140421.406250,136188.593750,139733.406250,139733.406250,0
2022-10-25,139733.406250,144060.796875,139710.500000,143959.406250,143959.406250,0
2022-10-26,143962.906250,145802.796875,143962.906250,145028.500000,145028.500000,0
2022-10-27,145028.500000,148808.703125,144917.000000,148109.593750,148109.593750,0
2022-10-28,148147.093750,148426.406250,145936.093750,147845.406250,147845.406250,0
2022-10-31,147867.500000,150238.796875,147645.000000,149938.296875,149938.296875,0
2022-11-01,149938.296875,154031.500000,149938.296875,153002.093750,153002.093750,0
2022-11-02,153002.093750,153102.000000,149259.406250,149309.406250,149309.406250,0
2022-11-03,149315.093750,151577.703125,147989.906250,150451.000000,150451.000000,0
2022-11-04,150451.000000,152899.703125,150405.203125,151263.296875,151263.296875,0
2022-11-07,151491.703125,153569.593750,147648.000000,147829.593750,147829.593750,0
2022-11-08,147829.593750,150161.203125,145978.593750,147924.000000,147924.000000,0
2022-11-09,148059.796875,148182.296875,142796.593750,143091.500000,143091.500000,0
2022-11-10,143091.500000,147722.796875,143091.500000,144879.093750,144879.093750,0
2022-11-11,144879.093750,150608.406250,144879.093750,150413.406250,150413.406250,0
2022-11-14,150413.406250,153872.406250,148517.406250,152685.406250,152685.406250,0
2022-11-15,152685.406250,157060.000000,152685.406250,155159.000000,155159.000000,0
2022-11-16,155159.000000,156505.296875,153296.703125,154108.796875,154108.796875,0
2022-11-17,154108.796875,155731.406250,152825.093750,155259.296875,155259.296875,0
2022-11-18,155259.296875,157803.093750,154536.406250,157253.593750,157253.593750,0
